"zcta","county","city","state","business_name","business_type","num_employees","years_in_operation","dataset"
"08848","11942","Silverstone Ridge","PA","Business 30","Grocery Store",49,3,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 8761","Grocery Store",18,18,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 4224","Pharmacy",41,1,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 4247","Restaurant",57,18,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 2866","Pharmacy",12,18,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 4326","Electronics Store",44,14,"NETS"
"08848","11942","Silverstone Ridge","PA","Business 2221","Restaurant",88,9,"NETS"
"38947","11117","Coppermill Valley","PA","Business 8253","Electronics Store",93,8,"NETS"
"38947","11117","Coppermill Valley","PA","Business 3960","Electronics Store",86,10,"NETS"
"38947","11117","Coppermill Valley","PA","Business 6694","Pharmacy",69,7,"NETS"
"38947","11117","Coppermill Valley","PA","Business 5097","Hardware Store",48,1,"NETS"
"38947","11117","Coppermill Valley","PA","Business 6921","Gas Station",64,16,"NETS"
"38947","11117","Coppermill Valley","PA","Business 57","Clothing Store",37,16,"NETS"
"38947","11117","Coppermill Valley","PA","Business 9589","Clothing Store",81,14,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 5286","Gas Station",19,14,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 1607","Grocery Store",62,22,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 8734","Hardware Store",70,1,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 7664","Pharmacy",79,6,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 1216","Hardware Store",40,4,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 3247","Hardware Store",79,5,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 2425","Hardware Store",14,28,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 917","Gas Station",49,2,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 669","Hardware Store",94,10,"NETS"
"50212","11203","Silverstone Ridge","PA","Business 8571","Clothing Store",92,20,"NETS"
"12791","11514",,"PA","Business 3200","Pharmacy",61,28,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 3420","Clothing Store",55,27,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 8094","Restaurant",100,9,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 8050","Hardware Store",47,27,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 2027","Grocery Store",95,26,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 7562","Gas Station",98,28,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 2085","Clothing Store",71,1,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 1969","Clothing Store",52,23,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 6004","Electronics Store",74,22,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 284","Restaurant",49,24,"NETS"
"07196","11077","Silverstone Ridge","PA","Business 604","Grocery Store",30,2,"NETS"
"25245","11571","Everwood Springs","PA","Business 9765","Grocery Store",67,20,"NETS"
"25245","11571","Everwood Springs","PA","Business 3543","Hardware Store",96,14,"NETS"
"25245","11571","Everwood Springs","PA","Business 3571","Gas Station",37,16,"NETS"
"25245","11571","Everwood Springs","PA","Business 1714","Gas Station",58,24,"NETS"
"25245","11571","Everwood Springs","PA","Business 3016","Restaurant",65,23,"NETS"
"25245","11571","Everwood Springs","PA","Business 4349","Clothing Store",78,30,"NETS"
"25245","11571","Everwood Springs","PA","Business 804","Gas Station",51,22,"NETS"
"58156","11125","Coppermill Valley","PA","Business 5879","Hardware Store",68,20,"NETS"
"58156","11125","Coppermill Valley","PA","Business 5525","Hardware Store",30,15,"NETS"
"58156","11125","Coppermill Valley","PA","Business 8682","Clothing Store",41,2,"NETS"
"58156","11125","Coppermill Valley","PA","Business 7920","Gas Station",42,18,"NETS"
"58156","11125","Coppermill Valley","PA","Business 7272","Pharmacy",55,4,"NETS"
"58156","11125","Coppermill Valley","PA","Business 1872","Clothing Store",59,15,"NETS"
"64797","11665","Liberty Meadows","PA","Business 8982","Restaurant",31,29,"NETS"
"64797","11665","Liberty Meadows","PA","Business 5465","Clothing Store",28,6,"NETS"
"64797","11665","Liberty Meadows","PA","Business 5967","Grocery Store",89,11,"NETS"
"64797","11665","Liberty Meadows","PA","Business 5227","Clothing Store",11,10,"NETS"
"64797","11665","Liberty Meadows","PA","Business 6228","Hardware Store",98,12,"NETS"
"64797","11665","Liberty Meadows","PA","Business 1952","Restaurant",90,15,"NETS"
"64797","11665","Liberty Meadows","PA","Business 4238","Pharmacy",35,21,"NETS"
"75869","11663",,"PA","Business 9225","Gas Station",21,27,"NETS"
"75869","11663",,"PA","Business 9399","Electronics Store",36,29,"NETS"
"75869","11663",,"PA","Business 7772","Clothing Store",50,20,"NETS"
"35533","11276","Coppermill Valley","PA","Business 3710","Electronics Store",23,21,"NETS"
"35533","11276","Coppermill Valley","PA","Business 7905","Clothing Store",86,26,"NETS"
"35533","11276","Coppermill Valley","PA","Business 6694","Restaurant",74,17,"NETS"
"35533","11276","Coppermill Valley","PA","Business 7989","Electronics Store",68,3,"NETS"
"35533","11276","Coppermill Valley","PA","Business 1454","Gas Station",89,19,"NETS"
"65463","11708",,"PA","Business 9059","Gas Station",31,20,"NETS"
"65463","11708",,"PA","Business 2139","Gas Station",44,5,"NETS"
"98821","11291","Fox Hollow","PA","Business 9583","Restaurant",7,23,"NETS"
"98821","11291","Fox Hollow","PA","Business 1464","Restaurant",54,26,"NETS"
"98821","11291","Fox Hollow","PA","Business 669","Grocery Store",95,6,"NETS"
"98821","11291","Fox Hollow","PA","Business 367","Electronics Store",22,17,"NETS"
"98821","11291","Fox Hollow","PA","Business 183","Gas Station",21,8,"NETS"
"98821","11291","Fox Hollow","PA","Business 958","Clothing Store",86,25,"NETS"
"52572","11714","Liberty Meadows","PA","Business 4102","Electronics Store",21,29,"NETS"
"52572","11714","Liberty Meadows","PA","Business 5931","Pharmacy",39,10,"NETS"
"52572","11714","Liberty Meadows","PA","Business 2593","Gas Station",33,18,"NETS"
"52572","11714","Liberty Meadows","PA","Business 8449","Hardware Store",99,17,"NETS"
"52572","11714","Liberty Meadows","PA","Business 4959","Restaurant",50,24,"NETS"
"52572","11714","Liberty Meadows","PA","Business 8300","Pharmacy",38,6,"NETS"
"99750","11692",,"PA","Business 9208","Clothing Store",83,9,"NETS"
"99750","11692",,"PA","Business 1660","Grocery Store",23,22,"NETS"
"99750","11692",,"PA","Business 8770","Clothing Store",83,7,"NETS"
"99750","11692",,"PA","Business 307","Hardware Store",5,21,"NETS"
"02647","11513","Liberty Meadows","PA","Business 1294","Electronics Store",96,17,"NETS"
"02647","11513","Liberty Meadows","PA","Business 7855","Clothing Store",18,13,"NETS"
"02647","11513","Liberty Meadows","PA","Business 4492","Restaurant",50,6,"NETS"
"02647","11513","Liberty Meadows","PA","Business 9921","Hardware Store",63,2,"NETS"
"02647","11513","Liberty Meadows","PA","Business 3375","Clothing Store",94,1,"NETS"
"02647","11513","Liberty Meadows","PA","Business 2747","Electronics Store",73,28,"NETS"
"02647","11513","Liberty Meadows","PA","Business 2577","Electronics Store",100,13,"NETS"
"02647","11513","Liberty Meadows","PA","Business 9595","Gas Station",49,9,"NETS"
"02647","11513","Liberty Meadows","PA","Business 647","Restaurant",77,2,"NETS"
"02647","11513","Liberty Meadows","PA","Business 5531","Gas Station",73,4,"NETS"
"80352","11340",,"PA","Business 3677","Gas Station",98,28,"NETS"
"34796","11083","Everwood Springs","PA","Business 5519","Restaurant",72,7,"NETS"
"34796","11083","Everwood Springs","PA","Business 9613","Electronics Store",56,16,"NETS"
"34796","11083","Everwood Springs","PA","Business 9861","Gas Station",24,3,"NETS"
"34796","11083","Everwood Springs","PA","Business 1341","Grocery Store",96,7,"NETS"
"34796","11083","Everwood Springs","PA","Business 1316","Electronics Store",84,22,"NETS"
"34796","11083","Everwood Springs","PA","Business 2657","Restaurant",2,28,"NETS"
"34796","11083","Everwood Springs","PA","Business 8374","Pharmacy",25,13,"NETS"
"34796","11083","Everwood Springs","PA","Business 8443","Gas Station",53,19,"NETS"
"34796","11083","Everwood Springs","PA","Business 7847","Restaurant",87,9,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 2327","Grocery Store",24,26,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 3288","Electronics Store",87,30,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 6797","Electronics Store",16,27,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 3234","Gas Station",61,24,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 4276","Electronics Store",14,11,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 8982","Hardware Store",18,11,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 1339","Hardware Store",38,21,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 5344","Grocery Store",56,8,"NETS"
"83727","11167","Silverstone Ridge","PA","Business 1869","Clothing Store",50,10,"NETS"
"38582","11122",,"PA","Business 5130","Pharmacy",57,9,"NETS"
"38582","11122",,"PA","Business 8131","Pharmacy",71,23,"NETS"
"38582","11122",,"PA","Business 1600","Grocery Store",22,1,"NETS"
"68362","11508","Coppermill Valley","PA","Business 1094","Restaurant",51,24,"NETS"
"68362","11508","Coppermill Valley","PA","Business 2364","Clothing Store",12,21,"NETS"
"68362","11508","Coppermill Valley","PA","Business 5013","Restaurant",96,24,"NETS"
"68362","11508","Coppermill Valley","PA","Business 5602","Clothing Store",47,7,"NETS"
"68362","11508","Coppermill Valley","PA","Business 4389","Restaurant",79,12,"NETS"
"68362","11508","Coppermill Valley","PA","Business 1664","Gas Station",90,16,"NETS"
"68362","11508","Coppermill Valley","PA","Business 2367","Gas Station",100,2,"NETS"
"68362","11508","Coppermill Valley","PA","Business 918","Electronics Store",17,1,"NETS"
"68362","11508","Coppermill Valley","PA","Business 2606","Gas Station",81,25,"NETS"
"68362","11508","Coppermill Valley","PA","Business 3730","Restaurant",38,3,"NETS"
"85929","11295","Fox Hollow","PA","Business 8965","Gas Station",7,25,"NETS"
"85929","11295","Fox Hollow","PA","Business 4539","Gas Station",31,23,"NETS"
"85929","11295","Fox Hollow","PA","Business 8760","Pharmacy",28,19,"NETS"
"85929","11295","Fox Hollow","PA","Business 9978","Grocery Store",29,27,"NETS"
"85929","11295","Fox Hollow","PA","Business 3321","Grocery Store",98,6,"NETS"
"85929","11295","Fox Hollow","PA","Business 8677","Electronics Store",59,2,"NETS"
"85929","11295","Fox Hollow","PA","Business 6109","Grocery Store",74,12,"NETS"
"21086","11096","Liberty Meadows","PA","Business 3965","Hardware Store",70,4,"NETS"
"21086","11096","Liberty Meadows","PA","Business 5577","Gas Station",7,27,"NETS"
"21086","11096","Liberty Meadows","PA","Business 3314","Grocery Store",45,20,"NETS"
"21086","11096","Liberty Meadows","PA","Business 7918","Restaurant",82,10,"NETS"
"21086","11096","Liberty Meadows","PA","Business 8544","Hardware Store",100,21,"NETS"
"21086","11096","Liberty Meadows","PA","Business 4123","Hardware Store",49,22,"NETS"
"21086","11096","Liberty Meadows","PA","Business 9373","Restaurant",82,17,"NETS"
"21086","11096","Liberty Meadows","PA","Business 4616","Electronics Store",87,1,"NETS"
"21086","11096","Liberty Meadows","PA","Business 9732","Hardware Store",11,16,"NETS"
"21086","11096","Liberty Meadows","PA","Business 4561","Pharmacy",43,14,"NETS"
"94388","11352",,"PA","Business 5570","Restaurant",60,22,"NETS"
"94388","11352",,"PA","Business 4690","Pharmacy",10,28,"NETS"
"94388","11352",,"PA","Business 1304","Clothing Store",48,16,"NETS"
"94388","11352",,"PA","Business 8513","Grocery Store",4,25,"NETS"
"94388","11352",,"PA","Business 5516","Hardware Store",57,1,"NETS"
"18304","11487","Coppermill Valley","PA","Business 4654","Gas Station",89,14,"NETS"
"18304","11487","Coppermill Valley","PA","Business 6236","Restaurant",76,26,"NETS"
"18304","11487","Coppermill Valley","PA","Business 8847","Electronics Store",33,14,"NETS"
"18304","11487","Coppermill Valley","PA","Business 1561","Grocery Store",28,28,"NETS"
"18304","11487","Coppermill Valley","PA","Business 8025","Pharmacy",21,8,"NETS"
"02761","11063","Everwood Springs","PA","Business 7759","Pharmacy",90,28,"NETS"
"02761","11063","Everwood Springs","PA","Business 8797","Grocery Store",91,11,"NETS"
"02761","11063","Everwood Springs","PA","Business 9064","Restaurant",23,25,"NETS"
"02761","11063","Everwood Springs","PA","Business 5055","Restaurant",10,28,"NETS"
"02761","11063","Everwood Springs","PA","Business 7599","Restaurant",72,11,"NETS"
"02761","11063","Everwood Springs","PA","Business 3447","Grocery Store",80,5,"NETS"
"02761","11063","Everwood Springs","PA","Business 2865","Clothing Store",85,6,"NETS"
"02761","11063","Everwood Springs","PA","Business 9771","Hardware Store",62,27,"NETS"
"47651","11037","Liberty Meadows","PA","Business 8421","Pharmacy",40,28,"NETS"
"47651","11037","Liberty Meadows","PA","Business 126","Hardware Store",57,24,"NETS"
"47651","11037","Liberty Meadows","PA","Business 7268","Pharmacy",82,22,"NETS"
"47651","11037","Liberty Meadows","PA","Business 910","Grocery Store",81,28,"NETS"
"47651","11037","Liberty Meadows","PA","Business 2385","Clothing Store",89,10,"NETS"
"47651","11037","Liberty Meadows","PA","Business 7860","Clothing Store",26,13,"NETS"
"99007","11426",,"PA","Business 6896","Clothing Store",60,16,"NETS"
"99007","11426",,"PA","Business 3775","Electronics Store",49,25,"NETS"
"99007","11426",,"PA","Business 344","Pharmacy",5,27,"NETS"
"99007","11426",,"PA","Business 2136","Pharmacy",37,16,"NETS"
"99007","11426",,"PA","Business 6522","Hardware Store",98,20,"NETS"
"00076","11059","Everwood Springs","PA","Business 6774","Clothing Store",52,24,"NETS"
"00076","11059","Everwood Springs","PA","Business 8816","Hardware Store",65,8,"NETS"
"00076","11059","Everwood Springs","PA","Business 6007","Grocery Store",100,21,"NETS"
"00076","11059","Everwood Springs","PA","Business 3771","Pharmacy",92,18,"NETS"
"00076","11059","Everwood Springs","PA","Business 5295","Pharmacy",60,2,"NETS"
"00076","11059","Everwood Springs","PA","Business 6816","Gas Station",58,18,"NETS"
"00076","11059","Everwood Springs","PA","Business 243","Restaurant",31,14,"NETS"
"00076","11059","Everwood Springs","PA","Business 173","Pharmacy",25,18,"NETS"
"00076","11059","Everwood Springs","PA","Business 7354","Pharmacy",82,5,"NETS"
"00076","11059","Everwood Springs","PA","Business 7438","Pharmacy",7,2,"NETS"
"56753","11176",,"PA","Business 3775","Hardware Store",60,18,"NETS"
"56753","11176",,"PA","Business 1891","Electronics Store",87,25,"NETS"
"56753","11176",,"PA","Business 8798","Restaurant",21,21,"NETS"
"56753","11176",,"PA","Business 3104","Clothing Store",44,24,"NETS"
"16029","11799","Fox Hollow","PA","Business 6201","Electronics Store",90,30,"NETS"
"16029","11799","Fox Hollow","PA","Business 4418","Pharmacy",12,5,"NETS"
"16029","11799","Fox Hollow","PA","Business 7540","Gas Station",58,12,"NETS"
"16029","11799","Fox Hollow","PA","Business 2178","Hardware Store",53,8,"NETS"
"16029","11799","Fox Hollow","PA","Business 9633","Gas Station",87,28,"NETS"
"16029","11799","Fox Hollow","PA","Business 6338","Hardware Store",41,20,"NETS"
"16029","11799","Fox Hollow","PA","Business 5255","Electronics Store",18,30,"NETS"
"16029","11799","Fox Hollow","PA","Business 9910","Grocery Store",73,9,"NETS"
"16029","11799","Fox Hollow","PA","Business 5630","Grocery Store",29,16,"NETS"
"16029","11799","Fox Hollow","PA","Business 2658","Grocery Store",50,10,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 2294","Pharmacy",90,1,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 3270","Clothing Store",28,23,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 810","Pharmacy",64,3,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 4483","Pharmacy",30,27,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 7370","Electronics Store",13,1,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 4849","Clothing Store",68,5,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 8201","Hardware Store",49,18,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 5245","Electronics Store",19,11,"NETS"
"37853","11598","Silverstone Ridge","PA","Business 559","Restaurant",6,20,"NETS"
"40302","11187",,"PA","Business 9472","Restaurant",29,14,"NETS"
"75133","11181",,"PA","Business 1981","Clothing Store",23,3,"NETS"
"75133","11181",,"PA","Business 5045","Grocery Store",71,5,"NETS"
"04297","11341",,"PA","Business 8348","Electronics Store",78,12,"NETS"
"04297","11341",,"PA","Business 7473","Pharmacy",15,19,"NETS"
"04297","11341",,"PA","Business 8661","Restaurant",49,25,"NETS"
"61429","11092","Liberty Meadows","PA","Business 5360","Clothing Store",84,4,"NETS"
"61429","11092","Liberty Meadows","PA","Business 920","Clothing Store",94,15,"NETS"
"61429","11092","Liberty Meadows","PA","Business 4707","Clothing Store",76,30,"NETS"
"61429","11092","Liberty Meadows","PA","Business 4624","Hardware Store",17,6,"NETS"
"61429","11092","Liberty Meadows","PA","Business 2346","Clothing Store",8,20,"NETS"
"63754","11431","Liberty Meadows","PA","Business 9508","Clothing Store",82,24,"NETS"
"63754","11431","Liberty Meadows","PA","Business 8444","Electronics Store",33,17,"NETS"
"63754","11431","Liberty Meadows","PA","Business 4296","Hardware Store",23,11,"NETS"
"63754","11431","Liberty Meadows","PA","Business 2847","Clothing Store",29,21,"NETS"
"63754","11431","Liberty Meadows","PA","Business 305","Pharmacy",31,26,"NETS"
"47529","11654",,"PA","Business 3280","Hardware Store",18,13,"NETS"
"47529","11654",,"PA","Business 1597","Hardware Store",66,21,"NETS"
"47529","11654",,"PA","Business 8228","Pharmacy",82,30,"NETS"
"37106","11762",,"PA","Business 4603","Pharmacy",36,16,"NETS"
"37106","11762",,"PA","Business 9483","Grocery Store",21,30,"NETS"
"40838","11345","Everwood Springs","PA","Business 1866","Clothing Store",27,26,"NETS"
"40838","11345","Everwood Springs","PA","Business 3804","Electronics Store",27,4,"NETS"
"40838","11345","Everwood Springs","PA","Business 8292","Restaurant",72,2,"NETS"
"40838","11345","Everwood Springs","PA","Business 2872","Gas Station",15,30,"NETS"
"40838","11345","Everwood Springs","PA","Business 298","Electronics Store",30,21,"NETS"
"40838","11345","Everwood Springs","PA","Business 1394","Clothing Store",61,3,"NETS"
"40838","11345","Everwood Springs","PA","Business 7099","Gas Station",14,9,"NETS"
"40838","11345","Everwood Springs","PA","Business 3266","Restaurant",55,15,"NETS"
"91239","11929",,"PA","Business 2876","Gas Station",98,26,"NETS"
"91239","11929",,"PA","Business 1299","Hardware Store",45,12,"NETS"
"91239","11929",,"PA","Business 9408","Restaurant",89,15,"NETS"
"91239","11929",,"PA","Business 4113","Clothing Store",10,15,"NETS"
"91239","11929",,"PA","Business 365","Grocery Store",93,7,"NETS"
"55888","11421","Liberty Meadows","PA","Business 3374","Hardware Store",51,27,"NETS"
"55888","11421","Liberty Meadows","PA","Business 4809","Grocery Store",19,30,"NETS"
"55888","11421","Liberty Meadows","PA","Business 9453","Pharmacy",51,1,"NETS"
"55888","11421","Liberty Meadows","PA","Business 1637","Gas Station",83,8,"NETS"
"55888","11421","Liberty Meadows","PA","Business 5619","Grocery Store",93,16,"NETS"
"55888","11421","Liberty Meadows","PA","Business 8884","Gas Station",21,15,"NETS"
"55888","11421","Liberty Meadows","PA","Business 5325","Grocery Store",12,20,"NETS"
"83618","11140",,"PA","Business 5412","Electronics Store",87,23,"NETS"
"83618","11140",,"PA","Business 2769","Pharmacy",78,25,"NETS"
"83618","11140",,"PA","Business 4514","Electronics Store",1,27,"NETS"
"83618","11140",,"PA","Business 6801","Restaurant",46,2,"NETS"
"99285","11596",,"PA","Business 6666","Pharmacy",71,5,"NETS"
"99285","11596",,"PA","Business 6385","Pharmacy",92,3,"NETS"
"99285","11596",,"PA","Business 2747","Electronics Store",70,22,"NETS"
"99285","11596",,"PA","Business 1056","Grocery Store",5,10,"NETS"
"99285","11596",,"PA","Business 5701","Restaurant",47,28,"NETS"
"34490","11455","Everwood Springs","PA","Business 355","Electronics Store",62,18,"NETS"
"34490","11455","Everwood Springs","PA","Business 2522","Pharmacy",1,4,"NETS"
"34490","11455","Everwood Springs","PA","Business 8325","Grocery Store",99,15,"NETS"
"34490","11455","Everwood Springs","PA","Business 513","Restaurant",6,29,"NETS"
"34490","11455","Everwood Springs","PA","Business 7346","Pharmacy",63,15,"NETS"
"34490","11455","Everwood Springs","PA","Business 1170","Restaurant",5,4,"NETS"
"34490","11455","Everwood Springs","PA","Business 2378","Clothing Store",95,10,"NETS"
"55582","11860",,"PA","Business 7887","Clothing Store",40,8,"NETS"
"19879","11353","Everwood Springs","PA","Business 4433","Pharmacy",64,18,"NETS"
"19879","11353","Everwood Springs","PA","Business 3540","Hardware Store",83,8,"NETS"
"19879","11353","Everwood Springs","PA","Business 1495","Clothing Store",34,30,"NETS"
"19879","11353","Everwood Springs","PA","Business 8455","Gas Station",86,2,"NETS"
"19879","11353","Everwood Springs","PA","Business 7438","Restaurant",4,5,"NETS"
"19879","11353","Everwood Springs","PA","Business 277","Gas Station",60,17,"NETS"
"19879","11353","Everwood Springs","PA","Business 5035","Hardware Store",65,3,"NETS"
"19879","11353","Everwood Springs","PA","Business 6572","Gas Station",82,26,"NETS"
"19879","11353","Everwood Springs","PA","Business 2797","Clothing Store",17,4,"NETS"
"19879","11353","Everwood Springs","PA","Business 8031","Pharmacy",55,24,"NETS"
"37294","11617","Coppermill Valley","PA","Business 417","Electronics Store",19,18,"NETS"
"37294","11617","Coppermill Valley","PA","Business 4604","Restaurant",66,16,"NETS"
"37294","11617","Coppermill Valley","PA","Business 8250","Hardware Store",35,3,"NETS"
"37294","11617","Coppermill Valley","PA","Business 6485","Gas Station",66,18,"NETS"
"37294","11617","Coppermill Valley","PA","Business 5477","Electronics Store",66,2,"NETS"
"37294","11617","Coppermill Valley","PA","Business 3746","Clothing Store",66,21,"NETS"
"37294","11617","Coppermill Valley","PA","Business 5516","Gas Station",57,20,"NETS"
"37294","11617","Coppermill Valley","PA","Business 5012","Gas Station",67,17,"NETS"
"37294","11617","Coppermill Valley","PA","Business 7167","Hardware Store",73,20,"NETS"
"31859","11623",,"PA","Business 3899","Electronics Store",34,15,"NETS"
"31859","11623",,"PA","Business 2936","Electronics Store",90,3,"NETS"
"74482","11662",,"PA","Business 6822","Pharmacy",49,9,"NETS"
"74482","11662",,"PA","Business 2041","Electronics Store",79,22,"NETS"
"74482","11662",,"PA","Business 1316","Hardware Store",29,12,"NETS"
"74482","11662",,"PA","Business 1002","Restaurant",63,27,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 5768","Electronics Store",25,20,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 7310","Gas Station",99,5,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 8889","Clothing Store",80,8,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 3390","Electronics Store",28,22,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 5659","Clothing Store",7,4,"NETS"
"06529","11023","Silverstone Ridge","PA","Business 2558","Clothing Store",9,18,"NETS"
"89521","11122",,"PA","Business 8574","Gas Station",89,2,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 5223","Electronics Store",53,4,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 3478","Gas Station",61,10,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 4606","Grocery Store",22,1,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 5926","Hardware Store",47,22,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 9557","Electronics Store",11,18,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 6995","Gas Station",52,13,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 3635","Hardware Store",100,6,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 9935","Restaurant",96,30,"NETS"
"15524","11471","Silverstone Ridge","PA","Business 5093","Gas Station",10,19,"NETS"
"07053","11763","Liberty Meadows","PA","Business 3433","Clothing Store",73,22,"NETS"
"07053","11763","Liberty Meadows","PA","Business 6492","Pharmacy",37,26,"NETS"
"07053","11763","Liberty Meadows","PA","Business 2383","Pharmacy",78,16,"NETS"
"07053","11763","Liberty Meadows","PA","Business 7428","Restaurant",14,29,"NETS"
"07053","11763","Liberty Meadows","PA","Business 9976","Restaurant",5,13,"NETS"
"07053","11763","Liberty Meadows","PA","Business 6825","Gas Station",72,16,"NETS"
"07053","11763","Liberty Meadows","PA","Business 5736","Grocery Store",1,1,"NETS"
"07053","11763","Liberty Meadows","PA","Business 1755","Clothing Store",10,30,"NETS"
"07053","11763","Liberty Meadows","PA","Business 4682","Grocery Store",31,13,"NETS"
"07053","11763","Liberty Meadows","PA","Business 619","Hardware Store",61,27,"NETS"
"82255","11215","Everwood Springs","PA","Business 5771","Pharmacy",40,28,"NETS"
"82255","11215","Everwood Springs","PA","Business 777","Hardware Store",47,8,"NETS"
"82255","11215","Everwood Springs","PA","Business 7964","Pharmacy",64,1,"NETS"
"82255","11215","Everwood Springs","PA","Business 7315","Hardware Store",39,11,"NETS"
"82255","11215","Everwood Springs","PA","Business 5634","Grocery Store",20,16,"NETS"
"82255","11215","Everwood Springs","PA","Business 7382","Electronics Store",89,16,"NETS"
"02222","11489",,"PA","Business 1251","Grocery Store",64,10,"NETS"
"02222","11489",,"PA","Business 4333","Pharmacy",88,19,"NETS"
"02222","11489",,"PA","Business 55","Pharmacy",16,6,"NETS"
"02222","11489",,"PA","Business 3932","Pharmacy",72,23,"NETS"
"02222","11489",,"PA","Business 8673","Electronics Store",37,11,"NETS"
"87671","11532","Liberty Meadows","PA","Business 3697","Hardware Store",54,7,"NETS"
"87671","11532","Liberty Meadows","PA","Business 9838","Clothing Store",17,14,"NETS"
"87671","11532","Liberty Meadows","PA","Business 9519","Restaurant",46,29,"NETS"
"87671","11532","Liberty Meadows","PA","Business 4259","Grocery Store",46,11,"NETS"
"87671","11532","Liberty Meadows","PA","Business 7062","Grocery Store",11,5,"NETS"
"87671","11532","Liberty Meadows","PA","Business 4401","Hardware Store",14,2,"NETS"
"87671","11532","Liberty Meadows","PA","Business 1914","Electronics Store",7,7,"NETS"
"87671","11532","Liberty Meadows","PA","Business 2330","Hardware Store",72,24,"NETS"
"87671","11532","Liberty Meadows","PA","Business 2112","Electronics Store",51,19,"NETS"
"87671","11532","Liberty Meadows","PA","Business 4523","Hardware Store",47,14,"NETS"
"88940","11364",,"PA","Business 6489","Electronics Store",90,11,"NETS"
"90727","11522",,"PA","Business 7787","Hardware Store",50,29,"NETS"
"97700","11707",,"PA","Business 1887","Grocery Store",64,18,"NETS"
"97700","11707",,"PA","Business 2158","Hardware Store",66,13,"NETS"
"20995","11393",,"PA","Business 9490","Hardware Store",25,8,"NETS"
"20995","11393",,"PA","Business 370","Pharmacy",75,24,"NETS"
"20995","11393",,"PA","Business 4635","Clothing Store",19,3,"NETS"
"20995","11393",,"PA","Business 5466","Gas Station",20,22,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 4167","Clothing Store",82,26,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 5782","Pharmacy",38,13,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 4278","Pharmacy",80,18,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 9716","Electronics Store",21,21,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 2007","Grocery Store",37,14,"NETS"
"40459","11283","Silverstone Ridge","PA","Business 1909","Gas Station",99,16,"NETS"
"11166","11843","Fox Hollow","PA","Business 969","Hardware Store",12,1,"NETS"
"11166","11843","Fox Hollow","PA","Business 976","Grocery Store",2,30,"NETS"
